AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Sex,Intact,hasName,Mix,isOneColored
A693414,,2014-12-20 13:06:00,Adoption,,Dog,Spayed Female,300,Carolina Dog Mix,Tan/Black,Female,0,0,1,0
A687418,,2014-09-04 17:11:00,Transfer,Partner,Cat,Intact Female,2,Domestic Shorthair Mix,Calico,Female,1,0,1,1
A667962,,2013-11-27 19:20:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Medium Hair Mix,Tortie,Female,1,0,1,1
A705976,Rick,2015-08-01 17:47:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White,Male,0,1,1,0
A629810,Julio,2015-09-18 15:06:00,Return_to_owner,,Dog,Neutered Male,2920,Miniature Schnauzer,Black/Tan,Male,0,1,1,0
A685734,,2014-08-17 17:21:00,Adoption,,Dog,Spayed Female,60,Labrador Retriever Mix,Brown/White,Female,0,0,1,0
A594904,Tashi,2014-07-08 11:12:00,Euthanasia,Suffering,Dog,Neutered Male,1825,Australian Shepherd/Chow Chow,Black/Brown,Male,0,1,0,0
A669391,Einstein,2013-12-20 11:44:00,Return_to_owner,,Dog,Intact Male,730,Miniature Schnauzer Mix,White,Male,1,1,1,1
A717079,Baby Girl,2015-12-02 12:59:00,Return_to_owner,,Dog,Spayed Female,1095,Black Mouth Cur Mix,Brown/Black,Female,0,1,1,0
A701717,,2015-05-04 13:44:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Black,Female,1,0,1,1
A658783,Maggie,2016-01-16 16:48:00,Transfer,Partner,Dog,Spayed Female,1095,Chihuahua Shorthair Mix,Brown/White,Female,0,1,1,0
A664338,J,2013-12-24 15:16:00,Transfer,Partner,Cat,Neutered Male,120,Domestic Shorthair Mix,Black,Male,0,1,1,1
A684150,Gemini,2014-09-15 12:48:00,Return_to_owner,,Dog,Spayed Female,365,Pit Bull Mix,White/Black,Female,0,1,1,0
A716961,,2015-12-01 08:02:00,Euthanasia,Suffering,Dog,Intact Female,28,Chihuahua Longhair Mix,Tan,Female,1,0,1,1
A679130,,2014-05-21 19:43:00,Transfer,SCRP,Cat,Spayed Female,730,Domestic Shorthair Mix,Blue/White,Female,0,0,1,0
A580469,Alex,2013-11-27 11:08:00,Return_to_owner,,Dog,Neutered Male,4380,Labrador Retriever Mix,Yellow,Male,0,1,1,1
A681294,Bumper,2014-06-26 12:13:00,Transfer,Partner,Dog,Neutered Male,180,American Staffordshire Terrier Mix,Brown/White,Male,0,1,1,0
A251214,Rex,2014-09-04 16:12:00,Return_to_owner,,Dog,Neutered Male,4380,German Shepherd Mix,Cream,Male,0,1,1,1
A679592,Caramel,2014-07-12 12:20:00,Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair Mix,Torbie,Female,0,1,1,1
A686746,,2014-08-26 14:01:00,Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair Mix,Orange Tabby,Male,1,0,1,1
A685147,Luke,2014-09-08 15:23:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Medium Hair Mix,Brown Tabby/White,Male,0,1,1,0
A700597,Leo,2015-04-25 22:54:00,Adoption,Offsite,Dog,Neutered Male,730,Yorkshire Terrier Mix,Tan,Male,0,1,1,1
A696000,Pepper,2015-02-11 12:41:00,Adoption,,Cat,Neutered Male,150,Domestic Shorthair Mix,Blue Tabby,Male,0,1,1,1
A695969,Baby Girl,2015-06-27 14:07:00,Transfer,Partner,Cat,Spayed Female,365,Domestic Shorthair Mix,Black,Female,0,1,1,1
A677841,,2014-04-30 09:25:00,Euthanasia,Suffering,Cat,Unknown,30,Domestic Shorthair Mix,Black,NaN,NaN,0,1,1
A708684,Bobbie,2015-08-03 00:00:00,Transfer,Partner,Cat,Spayed Female,90,Domestic Shorthair Mix,Cream Tabby/White,Female,0,1,1,0
A685280,,2014-08-05 12:47:00,Transfer,Partner,Cat,Intact Male,7,Domestic Shorthair Mix,Black/White,Male,1,0,1,0
A652416,Brisket,2015-11-13 14:38:00,Return_to_owner,,Dog,Neutered Male,1825,Catahoula Mix,White/Yellow Brindle,Male,0,1,1,0
A665233,,2013-10-15 16:10:00,Transfer,Partner,Dog,Intact Female,30,Australian Kelpie Mix,Tricolor,Female,1,0,1,1
A720638,,2016-02-18 17:31:00,Adoption,,Dog,Spayed Female,730,Labrador Retriever Mix,Brown,Female,0,0,1,1
A673330,Prieto,2014-03-10 17:04:00,Transfer,Partner,Dog,Neutered Male,1095,Yorkshire Terrier/Border Terrier,Gray/Tan,Male,0,1,0,0
A681403,Mr. Pip,2014-07-13 17:37:00,Adoption,,Cat,Neutered Male,30,Domestic Shorthair Mix,Black/White,Male,0,1,1,0
A692394,Teddy,2015-03-01 14:41:00,Adoption,,Dog,Neutered Male,730,German Shepherd/Black Mouth Cur,Brown/White,Male,0,1,0,0
A670598,Pete,2014-01-18 15:17:00,Adoption,,Dog,Neutered Male,365,Harrier Mix,Tricolor,Male,0,1,1,1
A668674,Ernie,2013-12-27 17:50:00,Euthanasia,Aggressive,Dog,Neutered Male,240,Labrador Retriever Mix,Brown/White,Male,0,1,1,0
A701157,,2015-04-24 15:53:00,Transfer,Partner,Cat,Intact Female,14,Siamese Mix,Lynx Point,Female,1,0,1,1
A669861,,2014-01-21 13:12:00,Transfer,Partner,Cat,Spayed Female,90,Domestic Shorthair Mix,Brown Tabby,Female,0,0,1,1
A678132,Sheeba,2014-07-11 06:59:00,Adoption,Foster,Dog,Spayed Female,2555,Collie Rough/Chinese Sharpei,Brown/Black,Female,0,1,0,0
A679029,,2014-05-15 15:54:00,Euthanasia,Suffering,Dog,Intact Male,300,Chihuahua Longhair/Cairn Terrier,Black/Tan,Male,1,0,0,0
A668627,Rosie,2013-12-14 12:37:00,Transfer,Partner,Dog,Spayed Female,730,Chihuahua Shorthair/Rat Terrier,Tricolor,Female,0,1,0,1
A679985,Luna,2014-06-10 11:41:00,Transfer,Partner,Dog,Intact Female,2920,Pit Bull Mix,White/Tan,Female,1,1,1,0
A690789,Odin,2014-11-16 17:17:00,Adoption,,Dog,Neutered Male,730,Siberian Husky Mix,Brown/White,Male,0,1,1,0
A716348,,2015-11-18 17:56:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Brown Tabby,Female,1,0,1,1
A692835,Dana,2015-05-05 19:21:00,Adoption,,Dog,Spayed Female,730,Beagle Mix,Black Brindle/White,Female,0,1,1,0
A684711,Wally,2014-08-02 17:50:00,Euthanasia,Suffering,Cat,Intact Male,30,Domestic Shorthair Mix,Orange Tiger,Male,1,1,1,1
A699518,Bevo,2015-04-05 12:37:00,Transfer,Partner,Dog,Neutered Male,1460,Pit Bull Mix,Fawn,Male,0,1,1,1
A715083,Daisy,2015-11-03 18:27:00,Return_to_owner,,Dog,Spayed Female,180,Cairn Terrier Mix,Brown/Black,Female,0,1,1,0
A702676,Sage,2015-12-27 16:52:00,Transfer,Partner,Dog,Spayed Female,270,Australian Cattle Dog Mix,Tricolor,Female,0,1,1,1
A642905,Cody,2014-03-04 13:52:00,Transfer,Partner,Cat,Neutered Male,3285,Siamese Mix,Flame Point,Male,0,1,1,1
A705171,,2015-06-14 14:35:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Orange Tabby,Male,1,0,1,1
A669185,,2013-12-18 18:27:00,Adoption,,Dog,Spayed Female,60,Labrador Retriever Mix,Tan/White,Female,0,0,1,0
A702972,Clyde,2015-08-15 17:34:00,Adoption,,Cat,Neutered Male,120,Domestic Shorthair Mix,Black/White,Male,0,1,1,0
A694532,,2015-01-03 17:43:00,Adoption,,Cat,Neutered Male,180,Domestic Shorthair Mix,Orange Tabby/White,Male,0,0,1,0
A712337,Howard,2016-02-10 00:00:00,Transfer,Partner,Dog,Neutered Male,730,Australian Cattle Dog/Staffordshire,Black/White,Male,0,1,0,0
A679456,Kovu,2014-05-29 17:03:00,Adoption,,Cat,Neutered Male,60,Manx Mix,Blue Tabby,Male,0,1,1,1
A699599,Duke,2015-03-30 00:00:00,Return_to_owner,,Dog,Neutered Male,4380,Labrador Retriever Mix,Black,Male,0,1,1,1
A680404,Toby,2014-06-08 17:12:00,Adoption,,Dog,Neutered Male,180,Labrador Retriever/Australian Kelpie,Tricolor,Male,0,1,0,1
A673490,Charlie,2014-03-01 17:29:00,Adoption,,Dog,Neutered Male,210,Chihuahua Shorthair Mix,Black/Brown,Male,0,1,1,0
A710633,Ruckus,2015-09-01 17:06:00,Return_to_owner,,Dog,Intact Female,730,Pit Bull Mix,Blue/White,Female,1,1,1,0
A705621,,2015-06-24 19:00:00,Adoption,,Cat,Spayed Female,60,Domestic Shorthair Mix,Tortie/White,Female,0,0,1,0
A672255,Snickers,2014-03-07 12:18:00,Transfer,Partner,Cat,Neutered Male,1460,Domestic Shorthair Mix,Brown Tabby,Male,0,1,1,1
A705434,,2015-07-10 17:34:00,Adoption,Foster,Dog,Spayed Female,60,Dachshund Mix,Tricolor,Female,0,0,1,1
A623561,Marley,2015-11-02 11:56:00,Return_to_owner,,Dog,Neutered Male,2190,Pit Bull Mix,Blue/White,Male,0,1,1,0
A678067,Sparky,2014-05-05 18:46:00,Adoption,,Dog,Neutered Male,2190,Dachshund/Havanese,Tan/White,Male,0,1,0,0
A595426,Spot,2015-10-20 17:08:00,Return_to_owner,,Dog,Neutered Male,1825,Chihuahua Shorthair Mix,White/Brown,Male,0,1,1,0
A696501,Flaco,2015-05-18 17:34:00,Transfer,Partner,Dog,Neutered Male,1460,Pit Bull Mix,Red/White,Male,0,1,1,0
A703653,Kat,2015-06-20 19:11:00,Adoption,,Cat,Spayed Female,60,Domestic Shorthair,Brown Tabby,Female,0,1,1,1
A668098,Colonel,2013-12-30 16:08:00,Transfer,Partner,Dog,Neutered Male,730,Pit Bull Mix,Blue/White,Male,0,1,1,0
A674570,Buffy,2014-04-09 16:52:00,Adoption,,Dog,Spayed Female,365,Great Pyrenees/Border Collie,White/Black,Female,0,1,0,0
A695076,Blu,2015-01-15 14:28:00,Transfer,Partner,Cat,Neutered Male,730,Domestic Shorthair Mix,Blue Tabby,Male,0,1,1,1
A704695,Glynnis,2015-06-15 15:40:00,Transfer,Partner,Cat,Spayed Female,60,Domestic Shorthair Mix,Blue Tabby,Female,0,1,1,1
A664491,,2013-10-10 18:44:00,Died,In Kennel,Dog,Intact Male,30,Labrador Retriever Mix,Black,Male,1,0,1,1
A677774,,2014-04-29 13:38:00,Transfer,Partner,Cat,Intact Female,6,Domestic Shorthair Mix,Orange Tabby,Female,1,0,1,1
A686614,Winston,2014-08-29 13:04:00,Transfer,Partner,Dog,Intact Male,1095,Greater Swiss Mountain Dog Mix,Tricolor,Male,1,1,1,1
A695260,Rufus,2015-01-16 17:06:00,Adoption,,Cat,Neutered Male,120,Domestic Shorthair Mix,Orange Tabby,Male,0,1,1,1
A705998,Nanette,2015-07-03 12:22:00,Transfer,Partner,Cat,Intact Female,60,Domestic Shorthair Mix,Black,Female,1,1,1,1
A703978,Buster,2015-06-01 13:45:00,Return_to_owner,,Dog,Neutered Male,1825,Standard Schnauzer Mix,Black/White,Male,0,1,1,0
A676292,Blacky,2014-04-08 15:29:00,Transfer,Partner,Dog,Intact Male,150,Miniature Pinscher/Chihuahua Shorthair,Black/Tan,Male,1,1,0,0
A688366,Turbo,2014-09-22 13:10:00,Adoption,,Cat,Intact Male,60,Domestic Shorthair Mix,Blue Tabby,Male,1,1,1,1
A717671,Baby,2015-12-15 18:20:00,Return_to_owner,,Dog,Intact Male,4745,Toy Poodle Mix,Gray/White,Male,1,1,1,0
A498735,Gretel,2015-03-28 12:32:00,Return_to_owner,,Dog,Spayed Female,2920,Miniature Schnauzer Mix,Black/Gray,Female,0,1,1,0
A688472,Rickon,2014-11-18 15:54:00,Adoption,,Cat,Neutered Male,90,Domestic Shorthair Mix,Brown Tabby,Male,0,1,1,1
A714181,Patricia,2015-11-02 16:54:00,Transfer,Partner,Dog,Spayed Female,300,Australian Cattle Dog/Labrador Retriever,Tan/White,Female,0,1,0,0
A704244,,2015-06-03 09:00:00,Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair Mix,Orange Tabby/White,Male,1,0,1,0
A715132,,2015-11-01 09:00:00,Transfer,SCRP,Cat,Intact Female,365,Siamese Mix,Lynx Point/White,Female,1,0,1,0
A684103,,2014-07-19 17:25:00,Transfer,Partner,Cat,Intact Male,7,Domestic Shorthair Mix,Cream/Orange,Male,1,0,1,0
A681232,Sadie,2014-06-20 13:44:00,Transfer,Partner,Dog,Spayed Female,730,Queensland Heeler Mix,Blue Merle/Black,Female,0,1,1,0
A687918,Isaac,2014-12-07 18:13:00,Adoption,,Cat,Neutered Male,90,Domestic Longhair Mix,Black,Male,0,1,1,1
A697287,Misha,2015-02-26 18:06:00,Adoption,,Dog,Spayed Female,180,Blue Lacy Mix,Blue/White,Female,0,1,1,0
A609889,Lulu,2015-05-25 15:05:00,Return_to_owner,,Dog,Spayed Female,1095,Yorkshire Terrier/Chihuahua Longhair,Tricolor,Female,0,1,0,1
A712044,Owen,2015-09-22 18:09:00,Adoption,,Dog,Neutered Male,60,German Shepherd/Labrador Retriever,Red/Black,Male,0,1,0,0
A670646,Beethoven,2014-01-15 13:11:00,Return_to_owner,,Dog,Spayed Female,60,Bernese Mountain Dog Mix,Black/White,Female,0,1,1,0
A671291,Remus,2014-01-22 14:04:00,Return_to_owner,,Cat,Neutered Male,730,Domestic Shorthair Mix,Brown Tabby,Male,0,1,1,1
A708534,,2015-08-01 12:47:00,Transfer,Partner,Dog,Intact Male,21,Pit Bull Mix,Brown/White,Male,1,0,1,0
A672607,Shiner,2014-02-13 18:15:00,Return_to_owner,,Dog,Neutered Male,730,Jack Russell Terrier Mix,White/Tan,Male,0,1,1,0
A713165,Reaver,2015-10-31 13:41:00,Died,In Foster,Cat,Neutered Male,180,Domestic Shorthair Mix,Brown Tabby/White,Male,0,1,1,0
A640235,Lucy,2015-07-30 15:55:00,Return_to_owner,,Dog,Spayed Female,1460,Miniature Poodle Mix,White,Female,0,1,1,1
A719496,Cate,2016-01-22 11:32:00,Transfer,Partner,Dog,Intact Female,60,Shih Tzu Mix,White/Brown,Female,1,1,1,0
A662220,Olivia,2013-10-25 11:42:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Medium Hair Mix,Tortie Point,Female,0,1,1,1
A719618,Alice,2016-01-24 18:42:00,Return_to_owner,,Dog,Spayed Female,365,Siberian Husky Mix,Red,Female,0,1,1,1
A706092,,2015-06-24 16:39:00,Transfer,Partner,Cat,Unknown,21,Domestic Shorthair Mix,Blue/White,NaN,NaN,0,1,0
A707685,Doc,2015-08-21 15:43:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White,Male,0,1,1,0
A715097,Sasha,2015-10-31 14:23:00,Return_to_owner,,Dog,Spayed Female,2190,Labrador Retriever Mix,White,Female,0,1,1,1
A717316,Finn,2015-12-28 18:11:00,Adoption,,Dog,Neutered Male,1095,Pit Bull Mix,White/Brown,Male,0,1,1,0
A681193,,2014-06-19 16:56:00,Transfer,Partner,Dog,Intact Female,150,Labrador Retriever Mix,Black/White,Female,1,0,1,0
A718787,Zip,2016-01-12 18:36:00,Adoption,,Dog,Neutered Male,730,Pomeranian Mix,Red/White,Male,0,1,1,0
A690778,Mcqueen,2014-10-26 15:37:00,Return_to_owner,,Dog,Neutered Male,330,Dachshund/Chihuahua Shorthair,Black/Tan,Male,0,1,0,0
A670807,Chino,2014-01-16 18:17:00,Return_to_owner,,Dog,Neutered Male,1095,Toy Poodle Mix,Silver/Chocolate,Male,0,1,1,0
A708703,Lacey,2015-08-02 17:15:00,Adoption,,Dog,Spayed Female,1095,Chihuahua Shorthair/Dachshund,Yellow,Female,0,1,0,1
A680609,Rocko,2014-07-07 12:00:00,Adoption,,Dog,Neutered Male,90,Chihuahua Shorthair Mix,White/Tan,Male,0,1,1,0
A696485,Imelda,2015-02-12 14:42:00,Adoption,,Dog,Spayed Female,270,Blue Lacy Mix,Blue/White,Female,0,1,1,0
A687689,Buddha,2015-12-06 15:05:00,Adoption,,Dog,Neutered Male,365,American Bulldog Mix,White/Brown,Male,0,1,1,0
A695348,Jackie,2015-01-22 12:53:00,Return_to_owner,,Dog,Neutered Male,2555,Dachshund,Brown/Black,Male,0,1,1,0
A706953,,2015-07-06 11:33:00,Euthanasia,Medical,Dog,Intact Female,180,Labrador Retriever Mix,Yellow,Female,1,0,1,1
A668563,,2013-12-10 12:06:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Orange Tabby/White,Male,0,0,1,0
A696931,Nena,2015-05-09 12:20:00,Transfer,Partner,Dog,Spayed Female,1095,Pit Bull Mix,Black/White,Female,0,1,1,0
A709261,Oreo,2015-08-15 11:26:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Black/White,Female,0,1,1,0
A626951,Cleo,2013-10-19 14:19:00,Adoption,Foster,Cat,Spayed Female,365,Domestic Shorthair Mix,Tortie/White,Female,0,1,1,0
A698849,Hero,2015-05-16 12:18:00,Adoption,,Dog,Neutered Male,90,Redbone Hound Mix,Sable/Red,Male,0,1,1,0
A691610,,2014-11-08 09:00:00,Transfer,SCRP,Cat,Intact Male,240,Domestic Shorthair Mix,Black,Male,1,0,1,1
A679369,,2014-05-20 11:15:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Calico,Female,1,0,1,1
A682517,Nena,2014-07-01 17:41:00,Return_to_owner,,Dog,Spayed Female,365,Pit Bull Mix,Black/Black Brindle,Female,0,1,1,0
A706165,,2015-06-26 10:14:00,Transfer,SCRP,Cat,Unknown,730,Domestic Shorthair Mix,Black,NaN,NaN,0,1,1
A690586,,2014-10-26 18:09:00,Adoption,,Dog,Spayed Female,1825,Chihuahua Longhair Mix,White,Female,0,0,1,1
A686218,Sam,2014-08-18 16:46:00,Euthanasia,Suffering,Cat,Intact Female,30,Domestic Medium Hair Mix,Torbie/White,Female,1,1,1,0
A695585,Mika,2015-04-21 17:50:00,Transfer,Partner,Dog,Spayed Female,365,Black Mouth Cur Mix,Tan/Black,Female,0,1,1,0
A688414,Boone,2014-09-26 11:20:00,Transfer,Partner,Dog,Neutered Male,2920,Lhasa Apso,Buff,Male,0,1,1,1
A691870,Gambit,2014-11-21 17:05:00,Transfer,Partner,Dog,Neutered Male,2555,Australian Cattle Dog Mix,Blue Merle/White,Male,0,1,1,0
A677001,Yeti,2014-10-19 11:13:00,Euthanasia,Aggressive,Dog,Neutered Male,365,Pit Bull Mix,Brown,Male,0,1,1,1
A673424,Clifford,2014-02-24 13:51:00,Return_to_owner,,Dog,Neutered Male,4380,Border Collie Mix,White/Black,Male,0,1,1,0
A708200,,2015-07-24 13:14:00,Transfer,Partner,Cat,Unknown,4,Domestic Shorthair Mix,Blue,NaN,NaN,0,1,1
A665234,Salsa,2013-10-16 17:23:00,Return_to_owner,,Dog,Spayed Female,365,Alaskan Husky Mix,White,Female,0,1,1,1
A692879,Nukeem,2015-03-24 08:00:00,Return_to_owner,,Dog,Neutered Male,1095,English Bulldog,White/Black,Male,0,1,1,0
A687730,,2014-09-09 15:38:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Calico,Female,1,0,1,1
A707177,Lucie,2015-07-14 13:27:00,Transfer,Partner,Dog,Intact Female,3650,Miniature Schnauzer Mix,Black/White,Female,1,1,1,0
A709881,,2015-08-15 09:00:00,Transfer,SCRP,Cat,Intact Female,90,Domestic Shorthair Mix,Calico,Female,1,0,1,1
A679426,Willie,2014-05-31 17:02:00,Return_to_owner,,Dog,Neutered Male,1825,Chihuahua Shorthair Mix,Black/Brown,Male,0,1,1,0
A709340,,2015-08-07 16:00:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,White/Black,Male,1,0,1,0
A710659,Mochi,2015-09-05 16:54:00,Adoption,,Dog,Spayed Female,730,Cairn Terrier,White/Black,Female,0,1,1,0
A666587,Minnie,2013-12-09 11:40:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Blue Tabby,Female,0,1,1,1
A712158,,2015-09-22 16:55:00,Transfer,Partner,Dog,Neutered Male,1460,Basset Hound Mix,White/Red,Male,0,0,1,0
A685517,Lucky,2014-08-09 11:11:00,Return_to_owner,,Dog,Intact Male,5475,Miniature Poodle Mix,Gray,Male,1,1,1,1
A685730,Willie,2014-08-17 17:29:00,Adoption,,Dog,Neutered Male,60,Labrador Retriever Mix,Black/White,Male,0,1,1,0
A678991,,2014-05-15 11:26:00,Transfer,Partner,Cat,Intact Male,4,Domestic Medium Hair Mix,Black,Male,1,0,1,1
A705624,,2015-06-19 00:00:00,Transfer,Partner,Dog,Unknown,30,Boxer Mix,Black,NaN,NaN,0,1,1
A673447,Zillah,2014-03-25 16:53:00,Return_to_owner,,Cat,Spayed Female,5475,Domestic Shorthair Mix,Tortie,Female,0,1,1,1
A711688,,2015-09-10 05:36:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,Orange Tabby,NaN,NaN,0,1,1
A697244,Fluffy,2015-02-20 19:14:00,Return_to_owner,,Dog,Intact Male,365,Chow Chow Mix,Red/Black,Male,1,1,1,0
A677426,Taco,2014-07-14 19:28:00,Adoption,,Dog,Neutered Male,730,Chihuahua Shorthair Mix,Tan,Male,0,1,1,1
A697780,Bugs,2015-04-17 16:36:00,Return_to_owner,,Dog,Neutered Male,1095,Boxer/Pit Bull,Brown Brindle/White,Male,0,1,0,0
A719983,Caroline,2016-02-15 15:52:00,Adoption,,Dog,Spayed Female,365,Australian Kelpie Mix,Black/Tan,Female,0,1,1,0
A695240,Connor,2015-01-11 18:31:00,Return_to_owner,,Dog,Neutered Male,2555,Labrador Retriever,Black,Male,0,1,1,1
A711664,Anya,2015-09-19 15:30:00,Transfer,Partner,Cat,Intact Female,30,Siamese Mix,Lynx Point,Female,1,1,1,1
A707869,,2015-07-19 14:25:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,Brown Tabby/White,NaN,NaN,0,1,0
A663967,,2014-01-15 12:25:00,Adoption,Foster,Dog,Spayed Female,120,American Bulldog Mix,White/Brown Brindle,Female,0,0,1,0
A708753,,2015-08-04 10:24:00,Euthanasia,Suffering,Cat,Intact Male,60,Domestic Shorthair Mix,White/Brown Tabby,Male,1,0,1,0
A686019,Smokie,2015-12-10 18:45:00,Return_to_owner,,Dog,Neutered Male,730,Australian Cattle Dog/Border Collie,Blue/Black,Male,0,1,0,0
A677092,Jinx,2014-06-16 16:45:00,Adoption,,Cat,Neutered Male,30,Siamese,Lynx Point,Male,0,1,1,1
A711574,John,2015-10-11 14:07:00,Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair Mix,Orange Tabby,Male,1,1,1,1
A668078,Lulu,2014-01-11 18:15:00,Adoption,,Cat,Spayed Female,180,Domestic Shorthair Mix,Black/White,Female,0,1,1,0
A689525,Snowball,2014-10-15 14:44:00,Adoption,,Cat,Spayed Female,3650,Domestic Shorthair Mix,White,Female,0,1,1,1
A702950,,2015-05-19 17:50:00,Transfer,Partner,Cat,Unknown,2,Domestic Shorthair Mix,Gray/White,NaN,NaN,0,1,0
A689519,Little Boo,2014-10-23 11:59:00,Transfer,Partner,Dog,Intact Female,365,Shih Tzu,Black/White,Female,1,1,1,0
A686649,Azul,2014-09-09 13:30:00,Transfer,Partner,Dog,Intact Male,730,Pit Bull Mix,Blue/White,Male,1,1,1,0
A716346,Tyson,2015-11-22 15:06:00,Transfer,Partner,Dog,Neutered Male,210,Australian Cattle Dog/Bull Terrier,Red/White,Male,0,1,0,0
A695206,Gilbert,2015-04-11 18:03:00,Adoption,,Dog,Neutered Male,1095,Pit Bull Mix,Blue/White,Male,0,1,1,0
A676604,,2014-04-20 18:20:00,Adoption,,Dog,Neutered Male,730,Yorkshire Terrier Mix,Black,Male,0,0,1,1
A712574,Sardine,2015-11-10 14:34:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Medium Hair Mix,Tortie/White,Female,0,1,1,0
A665604,Pixie Stick,2014-02-20 13:39:00,Transfer,Partner,Dog,Spayed Female,365,Chihuahua Shorthair Mix,Tan/White,Female,0,1,1,0
A674774,Brownie,2014-03-19 17:06:00,Return_to_owner,,Dog,Neutered Male,2190,German Shepherd/Labrador Retriever,Brown/Black,Male,0,1,0,0
A709803,Gremlin,2015-08-13 13:34:00,Euthanasia,Suffering,Dog,Intact Female,5840,Shih Tzu Mix,Black,Female,1,1,1,1
A666484,,2013-11-02 11:26:00,Transfer,Partner,Dog,Intact Male,90,Border Collie Mix,Black/White,Male,1,0,1,0
A710135,Bite Cat,2015-08-19 09:00:00,Transfer,SCRP,Cat,Spayed Female,730,Domestic Longhair Mix,Blue,Female,0,1,1,1
A672177,Winston,2014-02-09 17:33:00,Adoption,,Dog,Neutered Male,330,Chihuahua Shorthair Mix,Black,Male,0,1,1,1
A718078,Sam,2015-12-21 12:28:00,Return_to_owner,,Dog,Intact Male,4745,Chow Chow/Chinese Sharpei,Tan,Male,1,1,0,1
A700881,,2015-04-25 18:41:00,Adoption,,Dog,Spayed Female,1095,Great Pyrenees Mix,White,Female,0,0,1,1
A694009,Scout Jupe,2014-12-20 09:44:00,Return_to_owner,,Dog,Neutered Male,1095,Miniature Poodle Mix,Black,Male,0,1,1,1
A679869,Edith,2014-06-20 13:46:00,Adoption,,Dog,Spayed Female,2555,Beagle Mix,Black/Tan,Female,0,1,1,0
A674991,Lucy,2014-03-21 17:14:00,Transfer,Partner,Dog,Spayed Female,1460,Pug/Beagle,Tan,Female,0,1,0,1
A720908,,2016-02-17 15:07:00,Euthanasia,Suffering,Cat,Intact Male,0,Domestic Longhair Mix,Cream Tabby,Male,1,0,1,1
A705805,,2015-06-24 15:15:00,Transfer,Partner,Dog,Intact Female,60,Labrador Retriever Mix,Black/White,Female,1,0,1,0
A692251,,2014-11-25 18:37:00,Transfer,SCRP,Cat,Unknown,365,Domestic Shorthair Mix,Blue,NaN,NaN,0,1,1
A666536,,2013-11-05 12:34:00,Euthanasia,Suffering,Cat,Intact Female,60,Domestic Shorthair Mix,Black,Female,1,0,1,1
A660676,Sybil,2015-01-18 15:31:00,Adoption,,Dog,Spayed Female,1095,German Shepherd Mix,Sable,Female,0,1,1,1
A707132,Wobbles,2015-07-28 09:53:00,Adoption,Foster,Cat,Neutered Male,730,Domestic Medium Hair Mix,Black,Male,0,1,1,1
A678673,Jamie,2014-05-17 13:23:00,Transfer,Partner,Cat,Unknown,30,Domestic Shorthair Mix,Black,NaN,NaN,1,1,1
A686077,,2014-08-17 09:00:00,Transfer,SCRP,Cat,Intact Male,120,Domestic Shorthair Mix,Brown Tabby,Male,1,0,1,1
A694219,Rowdy,2014-12-28 12:55:00,Adoption,,Dog,Neutered Male,365,Beagle/Labrador Retriever,White/Tan,Male,0,1,0,0
A718776,Clarence,2016-01-20 18:28:00,Adoption,,Dog,Neutered Male,730,Pit Bull Mix,Fawn/White,Male,0,1,1,0
A305112,Baylee,2014-04-05 12:16:00,Return_to_owner,,Dog,Spayed Female,4015,Rat Terrier,White/Brown,Female,0,1,1,0
A680875,Sandy,2014-06-09 19:33:00,Return_to_owner,,Dog,Intact Female,4745,Chihuahua Shorthair Mix,Tan,Female,1,1,1,1
A684082,Hitler,2014-07-30 17:09:00,Return_to_owner,,Dog,Neutered Male,730,German Shepherd Mix,Brown/Black,Male,0,1,1,0
A669561,,2013-12-23 13:58:00,Euthanasia,Suffering,Dog,Intact Male,1825,Doberman Pinsch Mix,Red/Tan,Male,1,0,1,0
A679189,Bambino,2014-05-19 17:35:00,Adoption,,Cat,Neutered Male,60,Domestic Longhair Mix,Black/White,Male,0,1,1,0
